Date	RELIANCE.NS	TCS.NS	HDFCBANK.NS	ITC.NS	HDFC.NS	HINDUNILVR.NS	SBIN.NS	IOC.NS	INFY.NS	leftover
2017-10-06	4136.690368652344	5776.9378662109375	10574.104248046875	2050.031494140625	5080.5465087890625	8184.29541015625	4878.25	4009.3250732421875	6191.811218261719	97.082062
2017-10-09	4105.061950683594	5794.552001953125	10547.0830078125	2064.28125	5108.8692626953125	8272.083374023438	4880.150115966797	3996.7792358398438	6217.045440673828	97.082062
2017-10-10	4167.083740234375	5806.6888427734375	10589.378173828125	2050.416748046875	5094.4156494140625	8197.175170898438	4882.050231933594	3964.9327850341797	6294.766845703125	97.082062
2017-10-11	4152.010803222656	5903.780517578125	10515.65771484375	2044.254638671875	5111.934814453125	8257.170776367188	4783.25	4034.898956298828	6262.803039550781	97.082062
2017-10-12	4313.119201660156	6016.73828125	10683.9521484375	2056.57861328125	5125.9500732421875	8412.7490234375	4772.799942016602	4004.016571044922	6239.924468994141	97.082062
2017-10-13	4331.404724121094	6041.295166015625	10871.92529296875	2048.4912109375	5157.7767333984375	8464.268920898438	4789.900115966797	4001.122268676758	6258.766021728516	97.082062
2017-10-16	4333.134460449219	6102.2137451171875	10909.226806640625	2060.429931640625	5147.4111328125	8685.942993164062	4788.950057983398	3990.988525390625	6318.655700683594	97.082062
2017-10-17	4321.026611328125	6126.2030029296875	10874.568603515625	2058.504150390625	5138.2137451171875	8691.704833984375	4771.849884033203	3994.3667907714844	6261.457672119141	97.082062
2017-10-18	4519.447326660156	6107.4078369140625	10975.8984375	2082.38232421875	5114.2708740234375	8568.325561523438	4631.25	3972.170120239258	6220.073089599609	97.082062
2017-10-19	4496.7144775390625	6101.03271484375	10857.82763671875	2076.990478515625	5097.3358154296875	8525.956420898438	4612.25	3953.3517150878906	6237.568817138672	97.082062
2017-10-23	4644.232482910156	6110.47607421875	10945.352783203125	2056.963623046875	5029.1572265625	8473.419677734375	4673.049942016602	3903.1690673828125	6322.019805908203	97.082062
2017-10-24	4617.051696777344	6088.0462646484375	10967.674072265625	2056.57861328125	5028.8653564453125	8609.677856445312	4834.549942016602	3934.5333099365234	6234.540710449219	97.082062
2017-10-25	4644.9737548828125	6077.362060546875	10544.7333984375	2073.909423828125	4898.4935302734375	8625.947387695312	6173.099884033203	4026.6961517333984	6293.757019042969	97.082062
2017-10-26	4682.038879394531	6027.413330078125	10546.20263671875	2067.3623046875	4941.4156494140625	8634.42138671875	6089.5	4212.468811035156	6374.843444824219	97.082062
2017-10-27	4595.306701660156	6135.29052734375	10520.9443359375	2074.6796875	4960.97900390625	8542.565185546875	5909.949768066406	4004.4998321533203	6368.114318847656	97.082062
2017-10-30	4657.8228759765625	6211.021728515625	10661.630126953125	2042.3289794921875	4980.687744140625	8366.65087890625	5928.0	4017.0453186035156	6352.9742431640625	97.082062
2017-10-31	4649.6685791015625	6229.5404052734375	10623.4482421875	2046.5655517578125	4985.3594970703125	8388.682250976562	5810.199768066406	4009.807632446289	6378.922576904297	97.082062
2017-11-01	4707.489929199219	6179.3524169921875	10698.049072265625	2078.531005859375	5122.3004150390625	8583.482543945312	6077.150115966797	4022.3531188964844	6414.905090332031	97.082062
2017-11-02	4678.084716796875	6234.6197509765625	10703.33642578125	2046.1802978515625	5145.513427734375	8470.900634765625	5972.650115966797	4004.4998321533203	6386.188659667969	97.082062
2017-11-03	4671.660461425781	6220.2813720703125	10753.8544921875	2044.254638671875	5186.537109375	8457.25439453125	6175.0	3988.0938720703125	6412.137451171875	97.082062
2017-11-06	4608.403015136719	6328.206787109375	10741.51904296875	2040.4033203125	5227.122802734375	8464.76025390625	6251.0	3963.002197265625	6426.322174072266	97.082062
2017-11-07	4480.899963378906	6433.8519287109375	10712.73486328125	2043.4842529296875	5152.5208740234375	8421.09228515625	6026.800231933594	3862.1546936035156	6611.77001953125	97.082062
2017-11-08	4387.496337890625	6493.0609130859375	10725.9521484375	2044.254638671875	5102.2994384765625	8428.59814453125	5881.449768066406	3831.271957397461	6589.627532958984	97.082062
2017-11-09	4450.259704589844	6496.3848876953125	10737.113525390625	2003.0458984375	5039.2305908203125	8548.685913085938	5960.300231933594	3808.1112213134766	6604.8504638671875	97.082062
2017-11-10	4367.9754638671875	6430.7659912109375	10702.7490234375	2015.75537109375	4991.490966796875	8806.258056640625	6337.449768066406	3810.5233154296875	6657.094573974609	97.082062
2017-11-13	4325.4742431640625	6549.8968505859375	10653.11279296875	1989.5665283203125	4877.033203125	8730.17919921875	6289.949768066406	3829.8246307373047	6587.205047607422	97.082062
2017-11-14	4382.0599365234375	6444.6307373046875	10587.321533203125	1976.0869140625	4851.046142578125	8760.201782226562	6252.900115966797	3734.284225463867	6567.484130859375	97.082062
2017-11-15	4367.234191894531	6422.5518798828125	10574.986083984375	1951.0538330078125	4820.3876953125	8631.244384765625	6174.050231933594	3758.893341064453	6586.167297363281	97.082062
2017-11-16	4466.814880371094	6520.694580078125	10618.748291015625	1964.91845703125	4859.8055419921875	8709.709838867188	6334.599884033203	3792.669677734375	6839.428253173828	97.082062
2017-11-17	4506.598205566406	6427.3004150390625	10723.603271484375	1987.2557373046875	4979.8114013671875	8720.968627929688	6412.5	3813.418670654297	6718.6798095703125	97.082062
2017-11-20	4550.828857421875	6418.1353759765625	10797.617431640625	1996.4989013671875	4932.2178955078125	8696.063598632812	6327.0	3792.1871185302734	6646.714324951172	97.082062
2017-11-21	4608.64990234375	6345.7269287109375	10845.19775390625	1970.3101806640625	4947.6932373046875	8715.510131835938	6282.349884033203	3823.0691528320312	6686.157073974609	97.082062
2017-11-22	4599.754638671875	6364.007568359375	10898.066162109375	1988.4111328125	5016.747802734375	8668.43017578125	6370.699768066406	3821.621826171875	6686.502227783203	97.082062
2017-11-23	4680.061950683594	6365.43212890625	10825.22607421875	1988.4111328125	4977.1834716796875	8648.3017578125	6364.050231933594	3809.5581970214844	6859.149169921875	97.082062
2017-11-24	4700.323791503906	6381.622314453125	10875.450439453125	2008.4378662109375	4996.0169677734375	8637.725708007812	6315.599884033203	3815.8314666748047	6985.779876708984	97.082062
2017-11-27	4701.559143066406	6376.3995361328125	10911.576416015625	1996.8839111328125	4995.870849609375	8599.176147460938	6377.349884033203	3788.8099060058594	6911.0467529296875	97.082062
2017-11-28	4662.023620605469	6375.07080078125	10957.39453125	1979.55322265625	5038.2088623046875	8650.689208984375	6308.0	3769.508590698242	6813.825988769531	97.082062
2017-11-29	4675.119934082031	6310.5908203125	11004.094482421875	1987.640869140625	4975.869873046875	8707.322387695312	6249.099884033203	3799.4251556396484	6799.986419677734	97.082062
2017-11-30	4554.288330078125	6260.4034423828125	10888.960693359375	1972.2357177734375	4892.7996826171875	8682.075561523438	6086.650115966797	3797.4952697753906	6754.316253662109	97.082062
2017-12-01	4497.70263671875	6243.6431884765625	10856.652099609375	1965.688720703125	4843.45458984375	8532.308715820312	5942.25	3742.969940185547	6634.6051025390625	97.082062
2017-12-04	4455.695495605469	6249.388427734375	10773.826904296875	1964.91845703125	4906.5230712890625	8655.8076171875	5958.400115966797	3769.0260314941406	6818.323059082031	97.082062
2017-12-05	4515.4937744140625	6256.9842529296875	10693.644287109375	1955.2904052734375	4903.8951416015625	8603.951049804688	6062.900115966797	3768.543472290039	6811.403045654297	97.082062
2017-12-06	4579.492492675781	6251.619873046875	10592.902587890625	1937.9595947265625	4813.0880126953125	8703.569458007812	5935.599884033203	3751.655303955078	6852.57568359375	97.082062
2017-12-07	4603.708190917969	6213.4906005859375	10630.203369140625	1951.43896484375	4833.9649658203125	8815.126831054688	6011.599884033203	3778.193603515625	6918.312835693359	97.082062
2017-12-08	4551.570129394531	6176.124267578125	10810.834716796875	2019.606689453125	4913.96923828125	9051.890380859375	5948.900115966797	3907.0291900634766	6932.498016357422	97.082062
2017-12-11	4527.601623535156	6317.618408203125	10846.07958984375	2050.8017578125	4992.8045654296875	9034.150268554688	6049.599884033203	3902.6861572265625	6956.370849609375	97.082062
2017-12-12	4524.883117675781	6201.3836669921875	10690.41357421875	2014.5997314453125	4995.2867431640625	8970.012939453125	6050.550231933594	3812.9364624023438	6992.353820800781	97.082062
2017-12-13	4520.188903808594	6239.9859619140625	10698.931640625	1994.958251953125	4954.1165771484375	8972.741333007812	5952.699768066406	3881.4549560546875	6945.645446777344	97.082062
2017-12-14	4554.0411376953125	6072.3779296875	10797.030029296875	2035.396728515625	4976.8919677734375	9017.43212890625	5966.0	3956.729278564453	7010.345306396484	97.082062
2017-12-15	4545.392761230469	6043.4149169921875	11004.9755859375	2038.092529296875	5030.9088134765625	9037.562255859375	5932.75	3987.1287536621094	7078.158416748047	97.082062
2017-12-18	4551.570129394531	6126.268310546875	11037.283447265625	2027.3092041015625	5022.0032958984375	9086.687866210938	6059.099884033203	3952.869155883789	7034.562835693359	97.082062
2017-12-19	4576.033020019531	6113.92333984375	11069.8857421875	2035.396728515625	4990.4688720703125	9209.162231445312	6076.199768066406	3955.7645111083984	6947.030181884766	97.082062
2017-12-20	4537.485656738281	6146.3055419921875	10973.842529296875	2028.0791015625	4945.357177734375	9297.522705078125	6032.5	3957.6947479248047	7029.374084472656	97.082062
2017-12-21	4511.787109375	6162.3541259765625	10974.724365234375	2026.153564453125	4969.300048828125	9200.632690429688	6018.25	3965.8975524902344	7072.276153564453	97.082062
2017-12-22	4548.605041503906	6283.57421875	11023.773193359375	2026.5386962890625	4991.052978515625	9255.559448242188	6077.150115966797	3959.1417236328125	7191.985931396484	97.082062
2017-12-26	4595.059509277344	6289.9365234375	10975.017333984375	2034.62646484375	5002.2945556640625	9198.245239257812	6025.849884033203	3956.2474212646484	7166.037139892578	97.082062
2017-12-27	4565.160827636719	6219.80712890625	10906.877197265625	2019.22119140625	4986.819580078125	9227.926025390625	5982.150115966797	3874.700180053711	7156.696014404297	97.082062
2017-12-28	4567.3846435546875	6236.519775390625	11031.99755859375	2016.9105224609375	4952.5107421875	9241.913208007812	5859.599884033203	3783.019546508789	7149.776916503906	97.082062
2017-12-29	4551.817321777344	6412.8173828125	10998.80712890625	2027.6942138671875	4994.1192626953125	9333.001220703125	5888.099884033203	3749.725067138672	7210.670471191406	97.082062
2018-01-01	4495.972900390625	6280.8209228515625	10893.66064453125	2020.3765869140625	4916.3045654296875	9173.682006835938	5834.900115966797	3763.2356719970703	7151.853332519531	97.082062
2018-01-02	4502.891845703125	6246.6339111328125	10998.513427734375	2008.4378662109375	4973.241943359375	9133.425170898438	5761.75	3728.9757232666016	7125.211029052734	97.082062
2018-01-03	4520.929870605469	6264.2962646484375	10882.79296875	2011.5186767578125	4966.08837890625	9213.597900390625	5754.150115966797	3728.010955810547	7067.086486816406	97.082062
2018-01-04	4548.110656738281	6308.12255859375	10925.381103515625	2014.5997314453125	4973.0958251953125	9226.561401367188	5861.5	3737.6614379882812	7026.2603759765625	97.082062
2018-01-05	4562.689514160156	6384.3292236328125	10947.114990234375	2024.998291015625	5037.33251953125	9255.901245117188	5820.650115966797	3704.3673095703125	7002.732696533203	97.082062
2018-01-08	4588.882141113281	6444.1558837890625	10929.4921875	2045.7950439453125	5083.31982421875	9336.755004882812	5810.199768066406	3749.725067138672	7169.151763916016	97.082062
2018-01-09	4650.1629638671875	6431.3360595703125	10947.702392578125	2083.922607421875	5066.09326171875	9288.312133789062	5781.699768066406	3786.8793182373047	7205.826416015625	97.082062
2018-01-10	4657.081604003906	6663.04443359375	10950.639404296875	2075.064697265625	5040.982177734375	9319.014892578125	5720.900115966797	3759.375198364258	7281.251220703125	97.082062
2018-01-11	4634.348449707031	6624.8211669921875	10999.689697265625	2078.145751953125	5084.4884033203125	9406.691772460938	5741.800231933594	3753.1026306152344	7444.209136962891	97.082062
2018-01-12	4689.9456787109375	6591.25244140625	10957.100830078125	2060.81494140625	5141.71728515625	9374.964477539062	5742.75	3754.5499572753906	7462.546234130859	97.082062
2018-01-15	4690.687255859375	6519.4134521484375	11147.718017578125	2061.200439453125	5463.63134765625	9328.567260742188	5749.400115966797	3771.92138671875	7481.230316162109	97.082062
2018-01-17	7310.1875	10973.638671875	11105.1298828125	6660.098205566406	5426.1112060546875	5346.205078125	1535.5000305175781	3222.8671264648438	5314.7882080078125	24.854569
2018-01-18	7272.2333984375	11084.783203125	11362.420166015625	6844.092956542969	5538.3797607421875	5290.6455078125	1516.25	3172.5164794921875	5317.55615234375	24.854569
2018-01-19	7363.9560546875	11240.9013671875	11467.566650390625	6872.8819580078125	5551.3729248046875	5312.08935546875	1546.25	3238.8119506835938	5274.8846435546875	24.854569
2018-01-22	7681.82470703125	11893.9140625	11533.064208984375	6850.351745605469	5465.967041015625	5283.43212890625	1532.5	3209.8602294921875	5305.1007080078125	24.854569
2018-01-23	7774.734375	11838.955078125	11462.28076171875	6924.200378417969	5502.9034423828125	5335.09326171875	1590.5000305175781	3267.763671875	5430.115966796875	24.854569
2018-01-24	7641.1025390625	12116.037109375	11499.58154296875	7045.611999511719	5580.4259033203125	5325.54150390625	1649.4999694824219	3275.316162109375	5470.25146484375	24.854569
2018-01-25	7637.544921875	11911.69921875	11601.204345703125	7040.6044921875	5571.9580078125	5352.2490234375	1565.7499694824219	3292.099609375	5422.274169921875	24.854569
2018-01-29	7626.474609375	12208.62890625	11746.297119140625	6900.4180908203125	5745.10546875	5447.96728515625	1560.5000305175781	3353.7789916992188	5456.87255859375	24.854569
2018-01-30	7514.98388671875	12033.0654296875	11721.91845703125	6889.153381347656	5657.2177734375	5459.4697265625	1567.7499389648438	3493.0828857421875	5400.3619384765625	24.854569
2018-01-31	7601.17138671875	11878.49609375	11781.8349609375	6794.026611328125	5712.1109619140625	5338.99267578125	1566.25	3504.4119262695312	5306.2542724609375	24.854569
2018-02-01	7463.19140625	11978.642578125	11696.366455078125	6891.65673828125	5744.959716796875	5346.400390625	1530.2499389648438	3506.9293212890625	5280.1898193359375	24.854569
2018-02-02	7150.857421875	12036.04296875	11442.89501953125	6892.9088134765625	5558.96484375	5350.10400390625	1486.7500305175781	3429.305419921875	5273.96240234375	24.854569
2018-02-05	7133.46240234375	11843.53515625	11242.292724609375	6990.538146972656	5323.9163818359375	5285.96728515625	1490.2499389648438	3432.2427368164062	5250.66650390625	24.854569
2018-02-06	7053.99462890625	11439.1328125	11142.1376953125	6846.597106933594	5222.4517822265625	5167.43994140625	1458.75	3367.625732421875	5110.1959228515625	24.854569
2018-02-07	7072.181640625	11278.1513671875	11001.157470703125	6887.901306152344	5212.962158203125	5117.923828125	1463.9999389648438	3396.5777587890625	5116.1932373046875	24.854569
2018-02-08	7152.43896484375	11351.19921875	11049.031494140625	6861.617248535156	5290.1923828125	5183.8154296875	1506.9999694824219	3571.1529541015625	5232.44384765625	24.854569
2018-02-09	7099.4609375	11341.658203125	10864.288330078125	6792.775329589844	5177.0478515625	5197.4619140625	1481.9999694824219	3506.7864990234375	5116.654968261719	24.854569
2018-02-12	7239.0224609375	11324.865234375	11023.773193359375	6755.225769042969	5271.651123046875	5241.9091796875	1443.75	3510.4913330078125	5087.361755371094	24.854569
2018-02-14	7382.53857421875	11113.0458984375	11061.955078125	6671.363708496094	5296.61572265625	5261.208984375	1381.0000610351562	3494.747314453125	5064.064636230469	24.854569
2018-02-15	7398.3525390625	11166.70703125	11054.612548828125	6711.417419433594	5341.87353515625	5295.32470703125	1393.5000610351562	3489.6530151367188	5141.103515625	24.854569
2018-02-16	7284.88427734375	11194.1865234375	11035.228271484375	6670.1124267578125	5300.99560546875	5271.736328125	1358.2499694824219	3473.446044921875	5203.8427734375	24.854569
2018-02-19	7329.95556640625	11158.0830078125	11032.8779296875	6611.283935546875	5296.7625732421875	5208.57373046875	1342.5	3423.43505859375	5220.91064453125	24.854569
2018-02-20	7283.302734375	11238.8408203125	10944.765380859375	6590.006195068359	5290.0458984375	5192.587890625	1348.2499694824219	3395.1885986328125	5244.898681640625	24.854569
2018-02-21	7348.537109375	11611.1064453125	10910.6953125	6713.9207763671875	5328.1505126953125	5187.9091796875	1366.4999389648438	3412.7847290039062	5293.106689453125	24.854569
2018-02-22	7309.00146484375	11641.2587890625	10886.023681640625	6686.3846435546875	5311.9449462890625	5171.72802734375	1363.0000305175781	3363.6996459960938	5354.6917724609375	24.854569
2018-02-23	7387.28271484375	11738.9619140625	11046.6826171875	6735.1981201171875	5326.398193359375	5158.86181640625	1380.2499389648438	3411.8588256835938	5331.1651611328125	24.854569
2018-02-26	7422.4697265625	11570.6513671875	11228.78173828125	6672.614990234375	5382.021240234375	5198.4365234375	1372.2500610351562	3488.7271118164062	5252.510986328125	24.854569
2018-02-27	7515.7744140625	11611.3369140625	11175.9140625	6668.861145019531	5339.3917236328125	5249.3173828125	1338.0000305175781	3495.6732177734375	5306.02294921875	24.854569
2018-02-28	7547.7978515625	11583.4755859375	11068.122802734375	6635.0654296875	5281.1407470703125	5137.80810546875	1340.0	3512.8067016601562	5409.356689453125	24.854569
2018-03-01	7499.16943359375	11593.5498046875	11010.26220703125	6608.780975341797	5297.0540771484375	5163.15087890625	1310.7499694824219	3533.1817626953125	5354.6917724609375	24.854569
2018-03-05	7307.0244140625	11853.6865234375	10984.415771484375	6514.906280517578	5225.3712158203125	5067.62744140625	1317.5	3512.3434448242188	5332.318115234375	24.854569
2018-03-06	7202.25390625	11613.015625	10845.19775390625	6421.031585693359	5205.516357421875	5042.0888671875	1282.7499389648438	3539.664306640625	5311.3287353515625	24.854569
2018-03-07	7035.4130859375	11554.392578125	10765.015869140625	6506.14453125	5144.0537109375	5044.62353515625	1233.2499694824219	3513.7326049804688	5277.88330078125	24.854569
2018-03-08	7206.9990234375	11464.7041015625	10883.967041015625	6479.859680175781	5252.088134765625	5041.89453125	1283.9999389648438	3538.7380981445312	5335.77880859375	24.854569
2018-03-09	7220.04541015625	11579.8115234375	10873.39453125	6489.872711181641	5310.046875	5071.5263671875	1266.25	3570.22705078125	5366.9171142578125	24.854569
2018-03-12	7356.048828125	11648.662109375	10968.555908203125	6761.4837646484375	5425.2352294921875	5162.95556640625	1264.2500305175781	3710.5352783203125	5470.0201416015625	24.854569
2018-03-13	7368.30517578125	11017.6328125	10927.436279296875	6745.212341308594	5455.74755859375	5148.7255859375	1273.499984741211	3777.2164916992188	5461.0247802734375	24.854569
2018-03-14	7346.1650390625	11018.0146484375	10952.401611328125	6710.165344238281	5386.2550048828125	5134.494140625	1285.2499389648438	3658.671875	5447.1856689453125	24.854569
